DN;OM;SIGLA OM;UF;TIPO DE EMBARCAÇÃO;TOTAL DE EMBARCAÇÕES POR TIPO
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Moto-Aquática/similar;1401
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Multicasco (Catamarã, Trimarã, Tetramarã, etc);9
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Outros;2138
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Passageiro;5
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Pesqueiro;2
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Pesquisa;1
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Rebocador;39
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Saveiro;1
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Traineira;1
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Veleiro;48
2º ;Agência Fluvial de Bom Jesus da Lapa;AGBJLP;BA;Balsa;33
2º ;Agência Fluvial de Bom Jesus da Lapa;AGBJLP;BA;Barcaça;6
2º ;Agência Fluvial de Bom Jesus da Lapa;AGBJLP;BA;Bote;567
2º ;Agência Fluvial de Bom Jesus da Lapa;AGBJLP;BA;Canoa;1370
2º ;Agência Fluvial de Bom Jesus da Lapa;AGBJLP;BA;Chata;145
2º ;Agência Fluvial de Bom Jesus da Lapa;AGBJLP;BA;Draga;44
2º ;Agência Fluvial de Bom Jesus da Lapa;AGBJLP;BA;Empurrador;17
2º ;Agência Fluvial de Bom Jesus da Lapa;AGBJLP;BA;Flutuante;3
2º ;Agência Fluvial de Bom Jesus da Lapa;AGBJLP;BA;Jangada;3
2º ;Agência Fluvial de Bom Jesus da Lapa;AGBJLP;BA;Lancha;2017
2º ;Agência Fluvial de Bom Jesus da Lapa;AGBJLP;BA;Moto-Aquática/similar;158
2º ;Agência Fluvial de Bom Jesus da Lapa;AGBJLP;BA;Multicasco (Catamarã, Trimarã, Tetramarã, etc);4
2º ;Agência Fluvial de Bom Jesus da Lapa;AGBJLP;BA;Outros;183
2º ;Agência Fluvial de Bom Jesus da Lapa;AGBJLP;BA;Passageiro / Carga Geral;1
2º ;Agência Fluvial de Bom Jesus da Lapa;AGBJLP;BA;Pesqueiro;2
2º ;Agência Fluvial de Bom Jesus da Lapa;AGBJLP;BA;Rebocador;17
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Apoio a Mergulho;4
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Balsa;108
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Barcaça;186
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Bote;1275
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Cábrea;6
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Caiaque;8
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Caique;3
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Canoa;1890
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Carga Geral;2
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Chata;91
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Dique Flutuante;1
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Draga;16
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Empurrador;5
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Escuna;219
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Flutuante;90
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Hovercraft;1
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Iate;90
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Jangada;169
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Jet Boat;19
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Lançador de Linhas;2
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Lancha;7023
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Laser;2
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Manuseio de Âncora (AHTS);2
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Manuseio de Linhas;1
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Moto-Aquática/similar;3105
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Multicasco (Catamarã, Trimarã, Tetramarã, etc);57
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Outros;694
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Passageiro;4
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Pesqueiro;47
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Pesquisa;1
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Petroleiro;31
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Petroleiro e Químico;3
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Plataforma Auto-Elevável;2
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Porta-Contentor;5
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Químico;1
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Químico e Gaseiro;2
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Rebocador;32
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Roll-on / Roll-off Passageiro (Ferry Boat);12
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Saveiro;5989
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Tanque (transporte de granéis líquidos);4
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Traineira;12
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Transporte de Gases Liquefeitos;1
2º ;Capitania dos Portos da Bahia;CPSALV;BA;Veleiro;758
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Apoio a Mergulho;1
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Balsa;21
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Bote;755
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Caiaque;1
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Canoa;251
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Chata;4
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Draga;2
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Empurrador;1
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Escuna;6
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Flutuante;36
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Graneleiro;1
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Iate;1
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Jangada;349
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Jet Boat;10
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Lancha;983
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Moto-Aquática/similar;1041
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Multicasco (Catamarã, Trimarã, Tetramarã, etc);14
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Outros;744
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Passageiro;13
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Passageiro / Carga Geral;1
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Pesqueiro;118
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Pesquisa;3
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Plataforma Semi-Submersível;1
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Rebocador;4
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Saveiro;3
2º ;Capitania dos Portos de Sergipe;CPCAJU;SE;Veleiro;33
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Apoio a Mergulho;2
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Balsa;45
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Barcaça;406
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Bote;334
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Cábrea;1
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Caiaque;2
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Caique;2
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Canoa;1921
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Carga Geral;22
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Chata;41
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Dique Flutuante;1
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Draga;8
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Empurrador;14
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Escuna;1
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Flutuante;2
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Hovercraft;1
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Jangada;109
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Jet Boat;10
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Lancha;847
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Moto-Aquática/similar;811
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Multicasco (Catamarã, Trimarã, Tetramarã, etc);5
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Outros;79
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Passageiro;31
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Passageiro / Carga Geral;21
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Pesqueiro;10
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Pesquisa;1
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Rebocador;14
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Roll-on / Roll-off Passageiro (Ferry Boat);1
2º ;Capitania Fluvial de Juazeiro;CFJUAZ;BA;Veleiro;9
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Apoio à Manobra;1
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Balsa;34
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Barcaça;17
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Bote;276
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Caiaque;4
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Canoa;490
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Chata;6
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Draga;8
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Empurrador;5
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Escuna;16
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Floating, Production, Storage and Off-Loading Unit (FPSO);1
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Flutuante;2
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Hovercraft;1
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Iate;1
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Jangada;48
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Jet Boat;4
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Lançador de Linhas;1
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Lancha;1650
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Moto-Aquática/similar;505
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Multicasco (Catamarã, Trimarã, Tetramarã, etc);4
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Outros;166
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Passageiro;8
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Pesqueiro;459
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Pesquisa;1
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Rebocador;2
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Saveiro;271
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Traineira;6
2º ;Delegacia da Capitania dos Portos em Ilhéus;DLHEUS;BA;Veleiro;36
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Apoio à Manobra;1
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Apoio a Mergulho;2
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Balsa;21
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Barcaça;11
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Bote;985
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Caiaque;2
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Canoa;145
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Chata;1
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Draga;7
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Escuna;77
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Hovercraft;1
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Iate;2
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Jangada;4
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Jet Boat;1
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Lancha;601
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Laser;1
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Moto-Aquática/similar;89
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Multicasco (Catamarã, Trimarã, Tetramarã, etc);23
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Outros;70
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Passageiro;9
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Passageiro / Carga Geral;6
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Pesqueiro;1896
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Pesquisa;1
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Rebocador;18
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Roll-on / Roll-off Passageiro (Ferry Boat);1
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Saveiro;22
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Traineira;18
2º ;Delegacia da Capitania dos Portos em Porto Seguro;DLSEGU;BA;Veleiro;38
3º ;Agência da Capitania dos Portos em Aracati;AGCATI;CE;Balsa;5
3º ;Agência da Capitania dos Portos em Aracati;AGCATI;CE;Bote;571
3º ;Agência da Capitania dos Portos em Aracati;AGCATI;CE;Canoa;127
3º ;Agência da Capitania dos Portos em Aracati;AGCATI;CE;Chata;1
3º ;Agência da Capitania dos Portos em Aracati;AGCATI;CE;Escuna;1
3º ;Agência da Capitania dos Portos em Aracati;AGCATI;CE;Iate;2
3º ;Agência da Capitania dos Portos em Aracati;AGCATI;CE;Jangada;795
3º ;Agência da Capitania dos Portos em Aracati;AGCATI;CE;Jet Boat;2
3º ;Agência da Capitania dos Portos em Aracati;AGCATI;CE;Lancha;241
3º ;Agência da Capitania dos Portos em Aracati;AGCATI;CE;Moto-Aquática/similar;115
3º ;Agência da Capitania dos Portos em Aracati;AGCATI;CE;Multicasco (Catamarã, Trimarã, Tetramarã, etc);31
3º ;Agência da Capitania dos Portos em Aracati;AGCATI;CE;Outros;128
3º ;Agência da Capitania dos Portos em Aracati;AGCATI;CE;Passageiro;2
3º ;Agência da Capitania dos Portos em Aracati;AGCATI;CE;Pesqueiro;595
3º ;Agência da Capitania dos Portos em Aracati;AGCATI;CE;Pesquisa;1
3º ;Agência da Capitania dos Portos em Aracati;AGCATI;CE;Veleiro;3
3º ;Agência da Capitania dos Portos em Areia Branca;AGBRAN;RN;Balsa;19
3º ;Agência da Capitania dos Portos em Areia Branca;AGBRAN;RN;Barcaça;15
3º ;Agência da Capitania dos Portos em Areia Branca;AGBRAN;RN;Bote;148
3º ;Agência da Capitania dos Portos em Areia Branca;AGBRAN;RN;Canoa;6
3º ;Agência da Capitania dos Portos em Areia Branca;AGBRAN;RN;Carga Geral;1
3º ;Agência da Capitania dos Portos em Areia Branca;AGBRAN;RN;Chata;2
3º ;Agência da Capitania dos Portos em Areia Branca;AGBRAN;RN;Flotel;1
3º ;Agência da Capitania dos Portos em Areia Branca;AGBRAN;RN;Graneleiro;2
3º ;Agência da Capitania dos Portos em Areia Branca;AGBRAN;RN;Jangada;102
3º ;Agência da Capitania dos Portos em Areia Branca;AGBRAN;RN;Jet Boat;3
3º ;Agência da Capitania dos Portos em Areia Branca;AGBRAN;RN;Lancha;58
3º ;Agência da Capitania dos Portos em Areia Branca;AGBRAN;RN;Moto-Aquática/similar;85
3º ;Agência da Capitania dos Portos em Areia Branca;AGBRAN;RN;Multicasco (Catamarã, Trimarã, Tetramarã, etc);25
3º ;Agência da Capitania dos Portos em Areia Branca;AGBRAN;RN;Outros;116
3º ;Agência da Capitania dos Portos em Areia Branca;AGBRAN;RN;Passageiro;2
3º ;Agência da Capitania dos Portos em Areia Branca;AGBRAN;RN;Pesqueiro;188
3º ;Agência da Capitania dos Portos em Areia Branca;AGBRAN;RN;Rebocador;2
3º ;Agência da Capitania dos Portos em Camocim;AGOCIM;CE;Alvarenga;25
3º ;Agência da Capitania dos Portos em Camocim;AGOCIM;CE;Balsa;31
3º ;Agência da Capitania dos Portos em Camocim;AGOCIM;CE;Bote;302
3º ;Agência da Capitania dos Portos em Camocim;AGOCIM;CE;Canoa;1885
3º ;Agência da Capitania dos Portos em Camocim;AGOCIM;CE;Escuna;1
3º ;Agência da Capitania dos Portos em Camocim;AGOCIM;CE;Jangada;38
3º ;Agência da Capitania dos Portos em Camocim;AGOCIM;CE;Lancha;266
3º ;Agência da Capitania dos Portos em Camocim;AGOCIM;CE;Moto-Aquática/similar;40
3º ;Agência da Capitania dos Portos em Camocim;AGOCIM;CE;Multicasco (Catamarã, Trimarã, Tetramarã, etc);4
3º ;Agência da Capitania dos Portos em Camocim;AGOCIM;CE;Outros;66
3º ;Agência da Capitania dos Portos em Camocim;AGOCIM;CE;Passageiro;6
3º ;Agência da Capitania dos Portos em Camocim;AGOCIM;CE;Pesqueiro;616
3º ;Agência da Capitania dos Portos em Camocim;AGOCIM;CE;Rebocador;2
3º ;Agência da Capitania dos Portos em Camocim;AGOCIM;CE;Veleiro;1
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Balsa;20
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Barcaça;10
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Bote;130
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Caique;1
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Canoa;1337
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Empurrador;2
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Escuna;4
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Flutuante;15
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Jangada;65
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Jet Boat;2
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Lancha;490
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Laser;1
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Moto-Aquática/similar;55
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Multicasco (Catamarã, Trimarã, Tetramarã, etc);20
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Outros;2342
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Passageiro / Carga Geral;4
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Pesqueiro;147
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Rebocador;2
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Saveiro;1
3º ;Agência Fluvial de Penedo;AGNEDO;AL;Veleiro;39
3º ;Capitania dos Portos da Paraíba;CPSSOA;PB;Balsa;11
3º ;Capitania dos Portos da Paraíba;CPSSOA;PB;Barcaça;1
3º ;Capitania dos Portos da Paraíba;CPSSOA;PB;Bote;869
3º ;Capitania dos Portos da Paraíba;CPSSOA;PB;Cábrea;1
3º ;Capitania dos Portos da Paraíba;CPSSOA;PB;Caiaque;2
3º ;Capitania dos Portos da Paraíba;CPSSOA;PB;Caique;15
3º ;Capitania dos Portos da Paraíba;CPSSOA;PB;Canoa;1550
3º ;Capitania dos Portos da Paraíba;CPSSOA;PB;Chata;4
3º ;Capitania dos Portos da Paraíba;CPSSOA;PB;Draga;8
